id,titleMain,titleSub,shortName,displayMode,edition,authorKeyBnf,authorKeyPnd,authorKeyVIAF,authorKeySUDOC,authorKeyWikidata,author,mtlAuId,publisher,musicBy,mtPbId,collection,licence,target,genre,sous-genre,ambiance,wikidata,numistralSource,urlNotNumistral,bnfSource,source,authorKeyBnf2,authorKeyPnd2,author2,publisher2,publisherFirstEdition,mtPbIdFed,print,thisEdition,premiere,premiereDate,written,premiereCity,premiereTheater,nb actes,nb scenes/acte,hasScenes,castListLang,castListIntro,roleDescSeparator,lang,comments,synthesis
83,D'Jumpfer Prinzesse,Schauspiel in 3 Aufzügen in Straßburger Mundart von Julius Greber. Mit einer Deckenzeichnung von C. Spindler.,greber-d-jumpfer-prinzesse,tei,,,,,,Q91904226,Julius Greber,5,Schlesier & Schweikhardt,,1,,,,drama,,urbaine,Q108197512,bpt6k9109551w,,,Numistral,,,,,,,1899,,,,,,,3 (+Zwischenakt entre 2. et 3.),,,ger,Personen.,,,"looks like drama, see p. 105 here : https://books.google.fr/books?id=d7MgMCMEhRgC&pg=PA436&lpg=PA436&dq=jumpfer+prinzesse+greber&source=bl&ots=GuvWm1Rcse&sig=ACfU3U0Is88KjtcuRW7aSx2AdX1CZaueMA&hl=en&sa=X&ved=2ahUKEwj1wpvlvODpAhUy5OAKHb1eB6kQ6AEwAXoECAkQAQ#v=onepage&q=jumpfer%20prinzesse%20greber&f=false
based on the above reference, looks like it's about a mother who wants her daughter to raise above their station but it all fails","Jakob Schmelzer et sa femme, Emelie Schmelzer, discutent du fait que Schmelzer ait du vendre son salon et vient de retrouver un travail, après avoir été malade. Ils attendent que leur fille Jeanne rentre de l’église et parlent de combien ils sont fiers d’elle. Mme Schwindt, la sœur de Mme Schmelzer, arrive et se plaint que sa fille Juliette ne soit pas aussi disciplinée que Jeanne. Cependant, Mme Schwindt a entendu une rumeur comme quoi Jeanne et Fritz Steinfeld, fils d’une famille très riche de la ville, auraient envie de se marier, mais Mme Schmelzer n’est pas au courant. Albert Sänger vient rendre visite à M. et Mme Schmelzer, et avoue à M. Schmelzer qu’il est amoureux de Jeanne et voudrait l’épouser. M. Schmelzer rétorque qu’il doit gagner plus d’argent et avoir un poste plus prestigieux s’il veut épouser Jeanne; Albert dit qu’il fera de son mieux et reviendra. Jeanne rentre de l’église et Mme Schmelzer et Mme Schwindt la questionnent. Fritz Steinfeld arrive et demande à parler à Jeanne. Il lui explique qu’il a avoué à ses parents qu’ils souhaitent se marier, mais qu’ils ont eu une très mauvaise réaction et que tout est perdu. Il a décidé de s’engager dans la Légion étrangère et de ne plus jamais revenir. Jeanne le supplie de rester, mais Fritz lui propose de se revoir une dernière fois le lendemain soir pour des adieux. Il demande aussi à Jeanne de garder secret la raison de son voyage, et de dire qu’il est malade et part pour se rétablir. Lorsqu’il est reparti, Mme Schmelzer et Mme Schwindt demandent à Jeanne pourquoi elle est si malheureuse, et Jeanne leur dit que Fritz part à tout jamais à Madère car il est malade. Mme Schwindt et Mme Schmelzer élaborent un plan, sans en parler à Jeanne, pour faire rester Fritz: lorsqu’il reviendra le lendemain, elles feront en sorte que Jeanne soit seule avec lui et espèrent qu’ils coucheront ensemble, pour ensuite aller chez les Steinfeld et leur dire qu’un homme d’honneur n’abandonne pas une jeune femme dans cette situation.

Le lendemain, Mme Schwindt et Mme Schmelzer partent au théâtre. Mme Schmelzer autorise aussi son mari à aller à une fête dans le village malgré sa maladie, pour qu’il ne soit pas à la maison. Avant de partir, elles donnent du vin à Jeanne car elle est très anxieuse. Juliette, la fille de Mme Schwindt, reste avec Jeanne pour un moment et la fait boire encore plus. Fritz arrive, étonné que lui et Jeanne soient seuls dans la maison. Ils se répètent leur amour et Jeanne lui donne un cadeau d’adieu. Jeanne, sous l’influence de l’alcool, le complimente, et ils s’embrassent. Elle est prise de vertige et décide d’aller se coucher, et demande à Fritz de la lâcher. Celui-ci refuse, Jeanne doit se débattre et part en disant qu’il lui fait peur. Fritz la suit dans sa chambre. 
Schmelzer rentre de sa soirée, il a beaucoup bu et attend sa femme avant d’aller se coucher. Quand Mme Schmelzer et Mme Schwindt rentrent du théâtre, elles vont vérifier que tout va bien chez Jeanne, qui dort. Mme Schmelzer a des regrets et dit qu’elles n’auraient jamais dû la laisser seule. Jeanne se réveille et pleure dans les bras de sa mère.

Quelques semaines plus tard, M Schmelzer est mort, après que sa maladie se soit empirée lors de la soirée. Mme Schmelzer se fait des reproches car c’est elle qui a poussé son mari à sortir ce soir-là. Le dernier vœu de Schmelzer était que Jeanne épouse Albert le plus vite possible, et Albert est heureux de la situation, mais ne comprend pas pourquoi ils ne peuvent pas attendre un peu plus longtemps. Jeanne se fait des reproches aussi, car elle n’a pas révélé à Albert ce qui s’est passé avec Fritz, et que le mensonge est le plus grand des péchés. Après une discussion avec Célestine, elle décide de tout avouer et d’assumer les conséquences. Albert est choqué par ce qu’elle lui raconte, mais est surtout en colère contre Fritz. Cependant, il tient tellement à Jeanne qu’il lui propose de l’épouser et d’élever l’enfant de Fritz comme le sien. Jeanne refuse car elle est encore amoureuse de Fritz et parce qu’elle a peur qu’Albert lui reproche cette situation plus tard. Il repart, et Jeanne écrit une lettre pour sa mère car elle veut aller se noyer. Mme Schmelzer arrive avant que Jeanne ne puisse faire quoi que ce soit, et apprend ce qu’il s’est passé avec Albert. Mme Schmelzer avoue à Jeanne que la misère de Jeanne est de sa faute, puisqu’elle a laissé Mme Schwindt la convaincre de laisser Jeanne et Fritz seuls, tout comme la mort de son mari est de sa faute suite à cette soirée. Elles promettent de se soutenir mutuellement pour élever le futur enfant de Jeanne, pour que sa vie soit meilleure que la leur. (Synopsis by B. Hoff, MeThAL)"
84,„Charlot“,"E ürgelungenes Stückel in 1 Akt im elsässischa Dialekt von Paul Clemens, Bischheim (Nur Herrenrollen)",clemens-charlot,tei,,,,,,Q96464291,Paul Clemens,3,Société Alsacienne d'Edition (Alsatia) S. A.,,10,,,,comedy,,urbaine,Q106559443,bpt6k9109539f,,,Numistral,,,,,,,1920,,,,,,,1,17,,gsw,Personen:,,,about an apprentice (Charlot) who wants to take revenge on his master (shoemaker) because the master had made fun of him and refused him a proper meal once. Looks like Charlot dresses up as a ghost and scares the master and other people,"Comédie en 1 acte. Une suite de farces par l’apprenti cordonnier Charlot sur son maître Knüppe, ses deux amis Lastique et Schmätterle et sur la maîtresse Urschel. Charlot rêve de devenir acteur, ou « König des Kino », et il utilise son talent d’acteur pour réussir des farces à ses maîtres et à obtenir ce qu’il veut (manger des Dampfnüdle et ne pas se faire punir). Knüppe est décidé à communiquer avec un camarade mort à l’aide d’un livre d’instruction, et Charlot leur fait croire la vraie présence d’un fantôme. Chaque personnage a des traits de caractères très définis qui n’évoluent pas à travers la pièce. Urschel est une femme dominante et tyrannique qui terrorise tous les personnages masculins. Knüppe est idiot et crédible, ainsi que ses amis Lastique (qui mélange plus de mots français dans l’alsacien) et Schmätterle (qui ennuie les autres avec sa musique). Charlot a le statut social le plus bas, mais est le plus rusé et malin. Il fait un aparté dans une scène où il s’adresse au public et lui montre son talent d’acteur. (Synopsis by A. Li-Thiao-Té, MeThAL)"
85,'s Teschtament,Volksstück in drei Aufzügen von Julius Greber,greber-s-teschtament,html,,,,,,Q91904226,Julius Greber,5,Schlesier & Schweikhardt,,1,,,,comedy,volksstück,rurale/2. Aufzug urbaine,Q107433917,bpt6k91095633,,,Numistral,,,,,,,1910,,,,,,,3,1:9 auftritte - 2:15 auftritte - 3:9 auftritte,,ger,Personen.,,,,"Quelques habitants du village de Runkelhausen sont en train de boire au restaurant de Wenker. Kathrin Wenker reçoit une lettre qui confirme qu’une agence matrimoniale strasbourgeoise lui cherche un mari. L’enseignant du village vient annoncer ce qu’il a entendu chez le notaire: le vieux Mathis est mort et son héritage de 100 000 Marks revient à ses trois arrières-cousins August Dielenschneider, Jacques Brenner et Fritz Gutmann. Jacques Brenner a déjà beaucoup voyagé et a travaillé dans des hôtels et des restaurants à Monaco et aux Etats-Unis, près du Mississippi; il veut se marier avec une femme riche et éduquée, et insiste sur le fait qu’une paysanne ne lui conviendrait pas. Dielenschneider est le plus vieux des trois, et explique à tout le monde que les femmes l'insupportent et refuse de se faire servir par une femme. Il est aussi endetté auprès du restaurant des Wenker. Fritz a longtemps été absent car il a fait son service militaire. Il est amoureux de Gretel, mais celle-ci est déjà fiancée à un autre, Schorsch, et Fritz regrette de ne pas être rentré plus tôt et de l’avoir demandée en mariage. Le notaire Dr. Amann arrive au restaurant et clarifie que seul un des trois recevra l’argent, selon les conditions du vieux Mathis, et c’est celui qui se sera marié à la meilleur femme dans un an recevra la totalité des 100 000 Marks. C’est un choc pour les trois hommes, qui reçoivent chacun une petite somme de l'héritage pour aller voyager et trouver leurs futures femmes. 

Le deuxième acte se déroule six mois après, lors d’un bal masqué à Strasbourg. Dielenschneider et Jacques ont tous les deux fait appel à l’agence matrimoniale et doivent rencontrer plusieurs prétendantes durant la soirée. Ils essayent tous les deux de courtiser Kathrin Wenker, qu’ils n’ont pas reconnue car elle est masquée. Kathrin est secrètement amoureuse de Dielenschneider, et accepte tout de suite ses avances. Quand elle révèle son identité, Dielenschneider est déçu et horrifié, et retire tout ce qu’il avait dit. Elle s'énerve et part. Jacques fait la rencontre d’Emma Leichtherz, d’abord en dansant avec elle, puis par l’agence matrimoniale. Emma tient une boutique de cigares à Strasbourg. Les deux se plaisent. Dielenschneider rencontre une autre femme: Frau Riebel. Celle-ci est veuve et a déjà trois enfants, mais souhaite se remarier. Ils se plaisent et prévoient de se marier. Fritz est aussi venu à la soirée, mais est triste de voir que Gretel et Schorsch sont aussi là. Il suit la conversation des deux fiancés et s'énerve quand Schorsch veut forcer Gretel à embrasser les clowns qui dansent dans la salle. Quand Schorsch dit que Gretel doit obéir à tous ses ordres, Fritz le confronte et dit qu’il doit protéger Gretel.

Le troisième acte se déroule un six mois après, à Runkelhausen, lorsque les personnes sélectionnées par le vieux Mathis doivent décider qui recevra l’argent. Dielenschneider arrive avec sa femme Frau Riebel et ses trois enfants. Il est irrité par les trois garçons qui ont faim et soif. Ils parlent de l’héritage et Frau Riebel dit que s’ils gagnent, c’est elle qui s’occupera des finances car Dielenschneider ne sait pas tenir les choses en ordre. Ils ne semblent pas très heureux de leur mariage. Jacques et Emma, eux aussi mariés, arrivent et discutent avec Dielenscheider et Frau Riebel. Fritz arrive avec Naz, l’oncle de Gretel. Fritz a voyagé mais ne s’est marié avec personne, car il ne peut pas imaginer épouser quelqu’un d’autre que Gretel. Naz lui annonce qu’après la mort du père de Gretel, quelques jours après le bal masqué, Gretel a annulé ses fiançailles avec Schorsch et qu’il y a donc toujours de l’espoir pour que Fritz épouse Gretel. Le jury les appelle. Lorsque Dielenschneider et sa nouvelle famille passent, Kathrin Wenker révèle à tout le monde qu’ils se sont rencontrés grâce à l’agence matrimoniale et que leur motivation principale était l’argent. Lorsque Jacques et Emma passent, Frau Riebel révèle que le magasin de cigare n’appartient pas à Emma mais à son oncle et qu’elle leur a menti. Lorsque Fritz passe, il explique qu’il ne s’est pas marié car il n’aime que Gretel, qui arrive aussi devant le jury. Ils sont tous deux émus et heureux de pouvoir enfin être ensemble. Tout le monde est ému. Le notaire ouvre la dernière partie du testament du vieux Mathis et révèle le critère final pour décider qui reçoit l’argent. Il faut que les deux fiancés ou mariés s’aiment vraiment et que leur motivation n’ait pas été l’argent. C’est donc Fritz et Gretel qui recevront les 100 000 Marks. Dielenschneider annonce qu’il veut un divorce et Jacques dit qu’il veut vite repartir au Mississippi. (Synopsis by B. Hoff, MeThAL project)"
86,'s Orakel,Lustspiel in 1 Akt vun G. Stoskopf,stoskopf-s-orakel,html,,,,,,Q923554,Gustave Stoskopf,25,"Buchhandlung Ernest Finck, Straßburg",,7,,,,comedy,lustspiel,urbaine,Q107260994,bpt6k91096280,,,Numistral,,,,,,,not before 1918,,,,,,,1,,,gsw,Persone:,,,"see backmatter for printing date (last ""auch erschienem"" item is from 1919)",
87,E Diplomat,Zwei Lustpiele in Strassburger Mundart von G. Stoskopf. Mit 7 Illustrationen von P. Braunagel,stoskopf-e-diplomat,html,2. Auflage,,,,,Q923554,Gustave Stoskopf,25,Schlesier & Schweikhardt,,1,,,,comedy,lustspiel,rurale,Q107545935,bpt6k9109596g,,,Numistral,,,,,,,1899,1906,,,,,,1,,,ger,Personen.,,,"place is described as a ""Flecken""",
88,E Mordsaffär,Zwei Lustpiele in Strassburger Mundart von G. Stoskopf. Mit 7 Illustrationen von P. Braunagel,stoskopf-e-mordsaffar,ntav,2. Auflage,,,,,Q923554,Gustave Stoskopf,25,Schlesier & Schweikhardt,,1,,,,comedy,lustspiel,urbaine,Q107545935,bpt6k9109596g,,,Numistral,,,,,Schlieser & Schweikhardt,1,1900,1906,,,,,,1,,,ger,Personen:,,,"language looks like comedy even if it's about a murder  (actually there's no murder, the whole thing was a misunderstanding)",
89,E Daa im Narrehüss,E Original-Farce in zwei kurze  Akt vum Camille Jost,jost-daa-im-narrehuss,tei,,,,,,Q96489174,Camille Jost,11,"Druck und Verlag von F. X. Le Roux & Cie., S. A.",,3,"Le Roux, Elsässisches Vereinstheater N° 49",,,comedy,farce,urbaine,Q100753215,bpt6k9109684m,,,Numistral,,,,,,,1928,,,,,,,2,1:10 scenes - 2:35 scenes,,gsw,Persone:,,,they already talked about Verfilumngsrecht at this time,
90,E bissel Lieb,"Drama im e Vorspiel un 3 Akt von Emile Weber, 5 Herren - 3 Damen",weber-e-bissel-lieb,html,,,,,,Q97103623,Emile Weber,28,"Édition de théatre et de musique L. Jaggi-Reiss, Gundershoffen (Bas-Rhin)",,2,,,,drama,,urbaine,Q106559034,bpt6k9109731t,,,Numistral,,,,,,,1936,,,,,,,1 Vorspiel + 3 Akte,Vorspiel:2 scenes - 1:10 scenes - 2:8 scenes - 3:4 scenes,,gsw,Persone:,,,,"La pièce commence avec la mort du père de Jean Pfister, en compagnie de sa mère, Mame. Les derniers mots du père font promettre à Jean Pfister d’épouser une bonne jeune fille qui le rendra heureux, et de ne pas se concentrer sur l’agent. Jean travaille à l’usine qui appartient à la famille Weiler et est fiancé à Lilly Weiler, la fille. La secrétaire de Jean Pfister, Alice, lui annonce sa démission, car elle est enceinte et le père refuse de s’occuper d’elle, et elle compte partir. Alice confronte par la suite le père de son enfant, Paul Weiler, le frère de Lilly Weiler et fils du propriétaire de l’usine. Paul Weiler refuse de s’occuper d’Alice, et nie les promesses qu’il lui a faites. Jean Pfister confronte Paul et Lilly, qui refusent de prendre leurs responsabilités, et emmène Alice chez sa mère, où ils décident d’accueillir Alice. Jean Pfister quitte son poste à l’usine et rompt ses fiançailles avec Lilly. La police enquête, car les Weiler soupçonnent Alice de vouloir de l’argent et de mentir. Pendant que Jean Pfister et Lilly sont au poste de police, Alice décide de partir de la maison de Jean Pfister, écrit une lettre d’adieu, mais tombe dans les escaliers. Elle doit être opérée, perd son enfant, et meurt, après avoir fait ses adieux à son père adoptif, Babe Fischer, et la mère de Jean. Paul Weiler fait un accident de voiture et, sur son lit de mort, demande à voir Alice pour lui présenter ses excuses. (Synopsis by B. Hoff, MeThAL)"
91,Kaktüs un kei And,E-n-elsassisch Lustspiel in drei Uffzig un miteme Vorspiel,worhle-kaktus-un-kei-and,ntav,,,,,,Q1393779,Oskar Wörhle,31,"Alsatia-Verlag, Kolmar i. Elsass",,10,,,,comedy,lustspiel,rurale,,bpt6k91097238,,,Numistral,,,,,,,1941,,,,,,,1 Vorspiel + 3 Akte,Vorspiel - 1:21 scenes - 2:14 scenes - 3:19 scenes,,gsw,Persona:,,,"comments about way they speak (dialect or not) are given
also gives comments about the diacritics, this could be the favourite citation",
92,E Surprise (in 2 Stroßburjer Komödie) ,E kleins Komödie in einem Akt,horsch-e-surprise-in-2-strossburjer-komodie,ntav,,,,,,Q13099277,Adolphe Horsch,9,"J. H. Ed. Heitz (Heitz & Mündel), Straßburg",,11,,,,comedy,,urbaine,,bpt6k91095277,,,Numistral,,,,,,,1902,,,,,,,1,,,gsw,Persone:,,,"characters only ""Er"" and ""Sie""",
93,E Stariker! (in 2 Stroßburjer Komödie),Schwank in einem Akt freij noch e-me andere Stück,horsch-e-stariker-in-2-strossburjer-komodie,ntav,,,,,,Q13099277,Adolphe Horsch,9,"J. H. Ed. Heitz (Heitz & Mündel), Straßburg",,11,"Elsässische Volkschriften, 49",,,comedy,schwank,urbaine,,bpt6k91095277,,,Numistral,,,,,,,1902,,,,,,,1,9,,gsw,Persone:,,,looks like it's about circus life,
94,A lätzi Visit,Elsässisch Luschtspiel in 1 Akt vun Paul Clemens,clemens-a-latzi-visit,tei,2. Auflage,,,,,Q96464291,Paul Clemens,3,Société d'édition Alsatia S.A.,,10,,,,comedy,lustspiel,petite ville,Q106556023,bpt6k91095381,,,Numistral,,,,,,,1920,,,,,,,1,12,,gsw,Persone:,,,,"Comédie en 1 acte. Pas de fil rouge dans l’histoire, plutôt une suite d’événements déroulant dans une journée chez l’inspecteur Meyer. Son valet de chambre Jean profite de l’absence de son maître pour inviter ses deux amis Victor et Schakob à la maison, mangeant la nourriture du maître à leur faim et faisant des petites farces. L’arrivée de Otto Mobil, le parrain d’un certain Meyer (qui s’avère être le voisin et non l’inspecteur) force les deux amis de se cacher, car Jean fait semblant d’être Meyer. L’inspecteur revient avant l’heure et découvre les farces de Jean, mais au final ne le punit pas car il obtient une promotion de poste et réussit à vendre une assurance de vie à Mobil. Comédie de situation, pièce plutôt simple. (Synopsis by A. Li-Thiao-Té, MeThAL)"
95,'s sechst Gebott,Bauerntragödie in vier Aufzügen von Julius Greber,greber-s-sechst-gebott,ntav,,,,,,Q91904226,Julius Greber,5,Schlesier & Schweikhardt,,1,,,,tragedy,Bauerntragoedie,rurale,,bpt6k9109562p,,,Numistral,,,,,,,1904,,,,,,,4,,,ger,Personen.,,,"le monde de la chasse
has a song in 3rd act",
96,Buewestreich,"Lustspiel in eim Affzug vun Jean Riff, Amateur-Schriftsteller vun Schilke",riff-buewestreich,ntav,,,,,,Q96696621,Jean Riff,21,"J. H. Ed. Heitz (Heitz & Mündel), Straßburg",,11,,,,comedy,lustspiel,rurale,,bpt6k9109579z,,,Numistral,,,,,,,1905,,,,,,,1,,,gsw,Persone:,,,,
97,E Demonstration,Elsässische Komödie in drei Akten von G. Stoskopf,stoskopf-e-demonstration,html,,,,,,Q923554,Gustave Stoskopf,25,"Imprimerie du Nouveau Journal de Strasbourg, S.à.r.l, Strasbourg",,23,"Elsässische Volksbücher, Nr. 3",,,comedy,,urbaine,Q106558393,bpt6k91097342,,,Numistral,,,,,,,1903,,,18. November 1903,,Strasbourg,Elsässiches Theater,3,,,ger,Personen:,,,"military theme (military clubs, retired military etc.)
theres a gasthaus not just tavern",
98,Jungi Madamme,Lustspiel in einem Aufzug in Strassburger Mundart,hahn-jungi-madamme,html,,,,,,Q96475210,Emilie Hahn,7,"Librairie Ernest Finck, Strasbourg",,7,,,,comedy,lustspiel,urbaine,,bpt6k9109609n,,,Numistral,,,,,,,1922,,,,,,,1,16,,-1,-1,,,"nice financial publicity in backmatter
no castList
about newly wed couples where the wives are not very interested in cooking for their husbands. The husbands are tired of this and with the help of a funny businessman who sells all sorts of stuff (from honey to organized trips) leave home for a week, to find much more submissive wives when they come back",
99,D'r Candidat,Luschtspiel in dreij Akt vun G. Stoskopf. Mit-e-r-e Deckenzeichnung vun P. Braunagel,stoskopf-dr-candidat,html,,,,,,Q923554,Gustave Stoskopf,25,Schlesier & Schweikhardt,,1,,,,comedy,lustspiel,urbaine,Q107248483,bpt6k9109745v,,,Numistral,,,,,,,1899,,,,,,,3,,,ger,Personen:,,,"humorous setting: ""Zeit: die nächsten Gemeinderathswahlen""
somewhat political (clerical committee, democratic, liberal committee), divorced couple",
100,Wenn d'Fraue wähle,Lustspiel in 3 Akt vun G. Stoskopf,stoskopf-wenn-d-fraue-wahle,html,,,,,,Q923554,Gustave Stoskopf,25,"Imprimerie du Nouveau Journal de Strasbourg, S.à.r.l, Strasbourg",,23,"Elsässische Volksbücher, Nr. 10",,,comedy,lustspiel,urbaine,Q106636640,bpt6k9109733n,,,Numistral,,,,,,,1925,,,,,,,3,,,gsw,Personen:,,,"humorous setting too (""bie de nächste Gemeinderatswahle"")","Comédie (satire) en trois actes mettant en scène deux paires de mariés, cousins entre eux. Les femmes ont obtenu le droit de vote et cette révolution est jouée à l’extrême avec la candidature non seulement des deux femmes, mais aussi de leurs maris et de leurs femmes de ménage respectives pour le conseil municipal. La pièce revêt un caractère de vaudeville avec une grande symétrie entre les deux ménages, Schwartler et Mehl. Les maris ne sont d’accord pour l’éligibilité des femmes seulement s’il ne s’agit pas de leur propre femme, car ils veulent également se candidater tous les deux. Leurs femmes ne se laissent pas décourager et préparent leurs candidatures avec détermination - toutefois, en ne s’occupant que des choses superficielles comme la beauté de leur tenue le jour de l’élection. Les rôles traditionnels des hommes et des femmes sont inversés, avec les femmes qui ne veulent plus s’occuper des enfants et les maris qui sont obligés de le faire. Schampetiss, le domestique de la maison Schwartler est le seul homme qui exerce avec bonne volonté les tâches dites réservées aux femmes au foyer. Parallèlement se déroule une histoire d’amour entre la fille de M. Schwartler, Jeanne et un jeune médecin Fritz Hurtig qui se déguise en simple tapissier pour la voir. Schwartler a cependant déjà promis sa fille à un autre jeune homme, Camille Fuhrmann, qui représente le personnage typé d’académique sans notion de savoir-vivre ni de relations humaines et amoureuses (comme le Dr. Freundlich dans D’r Herr Maire). Le public est incité à se moquer de ce personnage lettré mais ignorant, et à s’identifier avec les Alsaciens simples et braves. Pour pouvoir tous se candidater, les deux paires de mariés en viennent jusqu’à vouloir le divorce. Mais à la fin ils se rendent compte qu’ils préfèrent leur ancien mode de vie et reprennent respectivement les rôles traditionnels de l’homme et de la femme de leur plein gré. (Synopsis by A. Li-Thiao-Té, MeThAL)"
