,word,valence,arousal,dominance
6070,intensifier,0.653,0.714,0.728
6071,escalade,0.646,0.724,0.518
6072,escalade,0.571,0.807,0.582
6073,escalier mécanique,0.500,0.530,0.518
6074,échapper,0.367,0.765,0.448
6075,échappé,0.365,0.755,0.518
6076,escarpement,0.406,0.553,0.470
6077,éviter,0.184,0.438,0.370
6078,escorte,0.729,0.480,0.608
6079,escroc,0.449,0.520,0.613
6080,œsophage,0.429,0.454,0.464
6081,ésotérique,0.500,0.676,0.545
6082,NO TRANSLATION,0.827,0.419,0.794
6083,espionnage,0.312,0.750,0.620
6084,adopter,0.802,0.529,0.598
6085,Expresso,0.677,0.620,0.508
6086,esprit,0.552,0.431,0.407
6087,écuyer,0.604,0.542,0.518
6088,essai,0.559,0.411,0.530
6089,essayiste,0.656,0.460,0.462
6090,essence,0.663,0.369,0.575
6091,essentiel,0.812,0.405,0.759
6092,essentiellement,0.750,0.373,0.802
6093,établir,0.708,0.500,0.688
6094,établi,0.796,0.394,0.694
6095,établissement,0.690,0.398,0.631
6096,biens,0.653,0.385,0.647
6097,estime,0.745,0.380,0.679
6098,estimé,0.694,0.418,0.531
6099,esthétique,0.635,0.360,0.558
6100,estimable,0.796,0.408,0.630
6101,estimation,0.719,0.469,0.517
6102,estimation,0.740,0.480,0.589
6103,estoppel,0.354,0.459,0.482
6104,séparé,0.156,0.382,0.377
6105,oestrogène,0.580,0.500,0.425
6106,estuaire,0.469,0.278,0.482
6107,graver,0.510,0.367,0.598
6108,gravure,0.567,0.491,0.575
6109,éternel,0.854,0.409,0.843
6110,éternité,0.765,0.520,0.911
6111,éthanol,0.333,0.410,0.534
6112,éther,0.490,0.306,0.412
6113,éthéré,0.520,0.419,0.518
6114,éthique,0.786,0.260,0.791
6115,éthique,0.854,0.324,0.634
6116,éthique,0.658,0.296,0.731
6117,ethnique,0.583,0.373,0.555
6118,ethnographie,0.571,0.373,0.549
6119,étiologie,0.500,0.385,0.639
6120,étiquette,0.604,0.350,0.421
6121,étymologie,0.531,0.370,0.529
6122,eucalyptus,0.602,0.308,0.418
6123,euchre,0.470,0.459,0.442
6124,eugénisme,0.448,0.530,0.518
6125,élogieux,0.740,0.623,0.694
6126,eulogium,0.542,0.482,0.655
6127,faire l'éloge,0.850,0.518,0.679
6128,éloge,0.625,0.443,0.667
6129,euphémisme,0.418,0.453,0.491
6130,euphorie,0.769,0.955,0.648
6131,euphorique,0.745,0.904,0.588
6132,euro,0.680,0.441,0.521
6133,euthanasie,0.229,0.716,0.325
6134,évacuer,0.354,0.792,0.314
6135,évacuation,0.160,0.755,0.582
6136,éluder,0.304,0.490,0.342
6137,évaluer,0.663,0.640,0.649
6138,évaluation,0.542,0.667,0.764
6139,évanescence,0.527,0.519,0.458
6140,évangélique,0.602,0.389,0.602
6141,évangéliste,0.582,0.464,0.702
6142,évangélique,0.660,0.375,0.612
6143,évaporer,0.357,0.469,0.402
6144,évaporation,0.556,0.346,0.388
6145,évasion,0.229,0.510,0.418
6146,évasif,0.117,0.596,0.425
6147,veille,0.612,0.378,0.440
6148,soir,0.458,0.185,0.318
6149,NO TRANSLATION,0.592,0.430,0.457
6150,un événement,0.745,0.673,0.664
6151,mouvementé,0.543,0.837,0.510
6152,éventuel,0.633,0.459,0.413
6153,éventualité,0.469,0.627,0.527
6154,à feuilles persistantes,0.729,0.471,0.546
6155,éternel,0.740,0.413,0.809
6156,toujours,0.677,0.450,0.403
6157,tous les jours,0.740,0.392,0.472
6158,chaque homme,0.522,0.333,0.535
6159,expulser,0.042,0.632,0.377
6160,expulsion,0.185,0.731,0.455
6161,preuve,0.500,0.500,0.778
6162,évident,0.633,0.444,0.664
6163,preuve,0.448,0.541,0.717
6164,mal,0.040,0.827,0.545
6165,évoquer,0.438,0.341,0.500
6166,évolution,0.781,0.657,0.854
6167,évolutionniste,0.796,0.673,0.825
6168,évoluer,0.655,0.692,0.896
6169,brebis,0.429,0.216,0.277
6170,ex,0.250,0.520,0.306
6171,exacerber,0.323,0.776,0.580
6172,exacerbation,0.344,0.810,0.480
6173,exact,0.719,0.354,0.685
6174,exigeant,0.448,0.673,0.767
6175,exagérer,0.193,0.760,0.529
6176,exagéré,0.224,0.885,0.732
6177,exagération,0.312,0.775,0.582
6178,exalter,0.656,0.750,0.745
6179,exaltation,0.594,0.892,0.673
6180,exalté,0.676,0.845,0.696
6181,examen,0.479,0.663,0.577
6182,examen,0.378,0.657,0.679
6183,examiner,0.615,0.623,0.786
6184,examinateur,0.406,0.575,0.812
6185,Exemple,0.542,0.337,0.510
6186,exaspéré,0.229,0.816,0.377
6187,exaspération,0.214,0.833,0.483
6188,creuser,0.583,0.613,0.635
6189,les fouilles,0.540,0.644,0.527
6190,pelle,0.427,0.673,0.649
6191,dépasser,0.500,0.827,0.586
6192,dépassement,0.500,0.802,0.668
6193,exceller,0.561,0.363,0.466
6194,excellence,0.958,0.620,0.907
6195,excellent,0.970,0.587,0.870
6196,excelsior,0.700,0.625,0.611
6197,excepté,0.408,0.413,0.526
6198,exception,0.469,0.600,0.544
6199,exceptionnel,0.806,0.740,0.933
6200,extrait,0.437,0.367,0.543
6201,excès,0.385,0.889,0.712
6202,excessif,0.417,0.731,0.601
6203,excessivement,0.449,0.882,0.716
6204,échange,0.740,0.569,0.491
6205,exciser,0.448,0.561,0.577
6206,excision,0.260,0.480,0.519
6207,excitabilité,0.906,0.910,0.724
6208,excitable,0.803,0.939,0.629
6209,excitation,0.792,0.958,0.750
6210,exciter,0.823,0.950,0.668
6211,excité,0.908,0.931,0.709
6212,excitation,0.896,0.684,0.731
6213,passionnant,0.950,0.792,0.789
6214,exclamer,0.635,0.711,0.639
6215,exclamation,0.612,0.745,0.598
6216,exclure,0.292,0.500,0.530
6217,exclu,0.061,0.540,0.134
6218,à l'exclusion,0.271,0.550,0.324
6219,exclusion,0.240,0.530,0.389
6220,exclusif,0.792,0.630,0.653
6221,excrément,0.041,0.558,0.221
6222,excrétion,0.285,0.650,0.457
6223,atroce,0.083,0.837,0.345
6224,excursion,0.625,0.714,0.627
6225,excuse,0.240,0.696,0.318
6226,exec,0.640,0.352,0.769
6227,exécuter,0.327,0.708,0.769
6228,exécution,0.160,0.811,0.713
6229,bourreau,0.235,0.816,0.676
6230,exécutif,0.704,0.449,0.894
6231,exécuteur,0.365,0.755,0.759
6232,exégèse,0.458,0.472,0.491
6233,exemple,0.844,0.537,0.625
6234,exemplaire,0.833,0.343,0.729
6235,exemplifier,0.735,0.506,0.783
6236,exempter,0.588,0.455,0.664
6237,exemption,0.531,0.578,0.627
6238,exercice,0.750,0.789,0.625
6239,exercer,0.694,0.735,0.806
6240,effort,0.663,0.755,0.717
6241,exhaler,0.542,0.490,0.411
6242,échappement,0.546,0.710,0.337
6243,épuisé,0.123,0.423,0.202
6244,épuisement,0.366,0.633,0.269
6245,complet,0.388,0.635,0.604
6246,exposition,0.688,0.633,0.708
6247,exposition,0.698,0.590,0.531
6248,exalté,0.890,0.963,0.759
6249,exaltant,0.917,0.823,0.810
6250,euphorie,0.792,0.868,0.783
6251,exhorter,0.378,0.660,0.745
6252,exhortation,0.531,0.624,0.580
6253,exhumation,0.177,0.586,0.473
6254,exhumer,0.184,0.627,0.452
6255,NO TRANSLATION,0.385,0.611,0.792
6256,exilé,0.184,0.630,0.483
6257,exister,0.857,0.421,0.788
6258,existence,0.760,0.513,0.771
6259,existant,0.635,0.490,0.635
6260,existentiel,0.583,0.510,0.638
6261,existant,0.802,0.344,0.750
6262,Sortie,0.370,0.353,0.399
6263,exode,0.286,0.663,0.567
6264,disculper,0.592,0.500,0.538
6265,exorbitant,0.398,0.865,0.825
6266,exorcisme,0.163,0.980,0.557
6267,exorciste,0.219,0.906,0.716
6268,exotique,0.840,0.711,0.727
6269,développer,0.792,0.559,0.686
6270,étendu,0.760,0.406,0.689
6271,étendue,0.594,0.529,0.689
6272,expansion,0.776,0.618,0.787
6273,expansif,0.708,0.650,0.778
6274,expatrié,0.265,0.764,0.391
6275,attendre,0.469,0.327,0.377
6276,attente,0.552,0.724,0.660
6277,attente,0.581,0.622,0.558
6278,expectative,0.708,0.650,0.474
6279,attente,0.771,0.690,0.707
6280,attendu,0.729,0.412,0.545
6281,attendant,0.561,0.450,0.302
6282,opportunité,0.604,0.443,0.703
6283,opportun,0.885,0.461,0.454
6284,accélérer,0.571,0.858,0.798
6285,expédition,0.735,0.802,0.620
6286,expéditif,0.602,0.645,0.773
6287,expulser,0.281,0.725,0.452
6288,consommable,0.479,0.490,0.423
6289,dépense,0.250,0.608,0.603
6290,frais,0.317,0.451,0.377
6291,dépenses,0.240,0.633,0.396
6292,coûteux,0.323,0.540,0.530
6293,expérience,0.827,0.618,0.905
6294,expérimenté,0.771,0.613,0.914
6295,expériences,0.793,0.647,0.795
6296,expérience,0.479,0.720,0.675
6297,expérimental,0.417,0.764,0.396
6298,expérimentation,0.637,0.769,0.767
6299,expérimentateur,0.708,0.710,0.700
6300,expert,0.776,0.646,0.911
6301,compétence,0.792,0.589,0.925
6302,expiration,0.265,0.539,0.463
6303,expirer,0.573,0.745,0.702
6304,expiré,0.198,0.394,0.200
6305,expiration,0.194,0.434,0.382
6306,Explique,0.719,0.517,0.736
6307,explication,0.615,0.610,0.825
6308,explicatif,0.573,0.433,0.688
6309,explétif,0.357,0.567,0.536
6310,explication,0.510,0.445,0.602
6311,explicite,0.562,0.694,0.734
6312,exploser,0.277,0.885,0.773
6313,exploit,0.312,0.878,0.660
6314,exploitation,0.156,0.920,0.718
6315,exploration,0.594,0.650,0.773
6316,exploratoire,0.653,0.690,0.698
6317,explorer,0.776,0.660,0.727
6318,explorateur,0.729,0.663,0.714
6319,explosion,0.167,0.960,0.767
6320,explosions,0.123,0.860,0.594
6321,explosif,0.156,0.943,0.663
6322,expo,0.610,0.562,0.500
6323,exposant,0.529,0.510,0.845
6324,exponentiel,0.704,0.588,0.763
6325,exportation,0.567,0.661,0.755
6326,exportation,0.760,0.633,0.673
6327,exposer,0.344,0.643,0.537
6328,exposé,0.471,0.661,0.509
6329,exposition,0.521,0.627,0.655
6330,expositoire,0.706,0.653,0.636
6331,exposition,0.570,0.830,0.630
6332,exposer,0.438,0.575,0.740
6333,Express,0.760,0.623,0.691
6334,expression,0.790,0.650,0.721
6335,expressif,0.755,0.724,0.685
6336,voie express,0.633,0.635,0.587
6337,expropriation,0.188,0.735,0.788
6338,expulsion,0.190,0.790,0.529
6339,exquis,0.892,0.644,0.604
6340,exquisement,0.849,0.728,0.723
6341,existant,0.646,0.390,0.523
6342,étendre,0.646,0.570,0.689
6343,extensible,0.660,0.592,0.722
6344,élargi,0.570,0.304,0.649
6345,extension,0.490,0.510,0.529
6346,extensif,0.635,0.520,0.760
6347,ampleur,0.646,0.451,0.602
6348,extérieur,0.542,0.400,0.627
6349,exterminer,0.177,0.857,0.736
6350,extermination,0.190,0.860,0.616
6351,exterminateur,0.344,0.804,0.887
6352,externe,0.479,0.341,0.509
6353,extérieurement,0.643,0.521,0.568
6354,disparu,0.112,0.491,0.412
6355,extinction,0.104,0.750,0.611
6356,éteindre,0.240,0.576,0.482
6357,extincteur,0.707,0.379,0.543
6358,exalter,0.582,0.667,0.456
6359,extorquer,0.052,0.827,0.570
6360,extorsion,0.112,0.868,0.630
6361,supplémentaire,0.656,0.551,0.745
6362,extrait,0.565,0.402,0.519
6363,extraire,0.521,0.709,0.689
6364,extraction,0.418,0.740,0.526
6365,extracteur,0.302,0.536,0.519
6366,périscolaire,0.457,0.471,0.743
6367,extradition,0.229,0.627,0.554
6368,extrajudiciaire,0.365,0.686,0.667
6369,extra-muros,0.336,0.559,0.537
6370,étranger,0.276,0.625,0.478
6371,extraordinaire,0.847,0.864,0.898
6372,extraordinaire,0.969,0.728,0.860
6373,extra-terrestre,0.510,0.833,0.792
6374,extravagance,0.531,0.802,0.700
6375,extravagant,0.720,0.763,0.812
6376,extravagance,0.646,0.786,0.906
6377,extrême,0.318,0.800,0.721
6378,anticipation extrême,0.551,0.740,0.704
6379,dégoût extrême,0.052,0.873,0.456
6380,surprise extrême,0.833,0.935,0.676
6381,confiance extrême,0.826,0.713,0.922
6382,extrêmement,0.635,0.827,0.886
6383,extrêmement négatif,0.030,0.786,0.311
6384,extrêmement positif,0.993,0.730,0.839
6385,extrémité,0.408,0.588,0.583
6386,dégager,0.542,0.510,0.543
6387,extrinsèque,0.510,0.479,0.636
6388,extrusion,0.229,0.660,0.545
6389,exubérance,0.698,0.816,0.787
6390,exsuder,0.375,0.519,0.411
6391,œil,0.531,0.265,0.425
6392,globe oculaire,0.526,0.422,0.420
6393,sourcil,0.510,0.198,0.222
6394,attentif,0.802,0.500,0.676
6395,monocle,0.531,0.236,0.286
6396,lunettes,0.561,0.269,0.306
6397,cil,0.480,0.250,0.278
6398,œillet,0.632,0.298,0.346
6399,eye-liner,0.688,0.349,0.347
6400,oculaire,0.418,0.347,0.480
6401,les yeux,0.760,0.279,0.432
6402,vue,0.750,0.226,0.343
6403,témoin oculaire,0.541,0.686,0.698
6404,Fab,0.490,0.380,0.406
6405,fable,0.663,0.387,0.389
6406,légendaire,0.625,0.538,0.545
6407,en tissu,0.635,0.190,0.345
6408,fabriquer,0.636,0.491,0.779
6409,fabriqué,0.418,0.427,0.555
6410,fabrication,0.573,0.587,0.705
6411,fabuleux,0.979,0.660,0.797
6412,façade,0.520,0.333,0.518
6413,visage,0.571,0.173,0.453
6414,sans visage,0.230,0.406,0.173
6415,facette,0.667,0.324,0.382
6416,visage,0.594,0.429,0.433
6417,NO TRANSLATION,0.740,0.264,0.307
6418,faciliter,0.812,0.333,0.509
6419,établissement,0.625,0.500,0.654
6420,orienté vers,0.604,0.406,0.550
6421,facsimilé,0.490,0.500,0.543
6422,fait,0.683,0.333,0.618
6423,faction,0.469,0.430,0.448
6424,facteur,0.635,0.365,0.678
6425,usine,0.500,0.500,0.683
6426,faits,0.688,0.471,0.693
6427,factuel,0.656,0.440,0.545
6428,facultés,0.643,0.431,0.760
6429,la faculté,0.615,0.412,0.732
6430,mode,0.663,0.520,0.570
6431,fondu,0.354,0.333,0.245
6432,délavé,0.302,0.275,0.194
6433,fèces,0.184,0.476,0.175
6434,pédé,0.122,0.653,0.331
6435,fagot,0.219,0.643,0.292
6436,échouer,0.177,0.578,0.154
6437,échouer,0.125,0.490,0.268
6438,échec,0.167,0.575,0.139
6439,NO TRANSLATION,0.479,0.417,0.426
6440,perdre connaissance,0.063,0.429,0.167
6441,évanouissement,0.333,0.510,0.214
6442,juste,0.812,0.557,0.643
6443,équitablement,0.790,0.406,0.750
6444,justice,0.740,0.317,0.552
6445,fairway,0.541,0.510,0.500
6446,Fée,0.776,0.408,0.413
6447,Foi,0.833,0.220,0.763
6448,fidèle,0.888,0.333,0.627
6449,fidélité,0.833,0.426,0.602
6450,déloyal,0.102,0.683,0.304
6451,faux,0.073,0.554,0.268
6452,faker,0.245,0.630,0.480
6453,falafel,0.560,0.402,0.351
6454,faucon,0.557,0.580,0.678
6455,tomber,0.177,0.657,0.221
6456,fallacieux,0.271,0.587,0.390
6457,erreur,0.112,0.561,0.430
6458,se retirer,0.458,0.358,0.508
6459,faillible,0.365,0.537,0.402
6460,chute,0.202,0.716,0.306
6461,fallope,0.297,0.390,0.464
6462,Tomber,0.428,0.356,0.373
6463,jachère,0.375,0.368,0.464
6464,FAUX,0.120,0.404,0.240
6465,mensonge,0.031,0.625,0.384
6466,faussement,0.083,0.480,0.265
6467,falsification,0.173,0.720,0.490
6468,falsifié,0.042,0.630,0.306
6469,falsifier,0.115,0.657,0.409
6470,fausseté,0.120,0.689,0.186
6471,vaciller,0.421,0.650,0.346
6472,célébrité,0.896,0.755,0.852
6473,célèbre,0.878,0.750,0.819
6474,familier,0.906,0.330,0.615
6475,familiarité,0.854,0.346,0.616
6476,se familiariser,0.760,0.365,0.654
6477,famille,0.968,0.383,0.643
6478,du temps en famille,0.939,0.420,0.679
6479,famine,0.163,0.679,0.310
6480,affamé,0.177,0.654,0.282
6481,célèbre,0.916,0.775,0.882
6482,fameusement,0.856,0.765,0.787
6483,ventilateur,0.781,0.429,0.357
6484,fanatique,0.573,0.780,0.629
6485,fanatique,0.555,0.830,0.714
6486,fanatisme,0.292,0.896,0.566
6487,fantaisiste,0.677,0.592,0.342
6488,fantaisie,0.854,0.673,0.534
6489,fandango,0.490,0.591,0.429
6490,fanfare,0.656,0.640,0.437
6491,NO TRANSLATION,0.175,0.491,0.455
6492,crocs,0.286,0.598,0.434
6493,attiser,0.615,0.330,0.236
6494,fantaisie,0.898,0.694,0.436
6495,fantasmer,0.771,0.660,0.356
6496,fantastique,0.969,0.696,0.831
6497,fantaisie,0.880,0.627,0.474
6498,loin,0.365,0.356,0.285
6499,farce,0.265,0.667,0.246
6500,grotesque,0.406,0.481,0.259
6501,tarif,0.490,0.425,0.645
6502,adieu,0.130,0.500,0.591
6503,ferme,0.781,0.327,0.297
6504,agriculteur,0.677,0.432,0.464
6505,ferme,0.690,0.330,0.444
6506,agriculture,0.580,0.414,0.568
6507,les terres agricoles,0.729,0.363,0.509
6508,faro,0.544,0.349,0.357
6509,Pet,0.194,0.439,0.264
6510,plus loin,0.418,0.500,0.430
6511,fascia,0.480,0.366,0.356
6512,fasciner,0.854,0.683,0.802
6513,fasciné,0.812,0.714,0.788
6514,fascinant,0.979,0.817,0.784
6515,fascination,0.885,0.773,0.835
6516,fascisme,0.104,0.740,0.695
6517,fasciste,0.200,0.755,0.527
6518,mode,0.827,0.616,0.589
6519,à la mode,0.750,0.510,0.605
6520,balle rapide,0.688,0.679,0.575
6521,boucler,0.458,0.585,0.529
6522,attache,0.577,0.377,0.491
6523,fixation,0.594,0.473,0.554
6524,jeûne,0.388,0.370,0.394
6525,graisse,0.198,0.353,0.237
6526,fatal,0.061,0.775,0.509
6527,fatalisme,0.208,0.694,0.631
6528,Fatalité,0.062,0.798,0.595
6529,sort,0.571,0.479,0.712
6530,condamné,0.582,0.472,0.692
6531,fatidique,0.290,0.583,0.402
6532,fathead,0.296,0.527,0.463
6533,père,0.812,0.333,0.824
6534,paternité,0.885,0.519,0.682
6535,patrie,0.729,0.469,0.778
6536,paternel,0.865,0.363,0.712
6537,brasse,0.520,0.410,0.523
6538,fatigue,0.173,0.378,0.265
6539,fatigué,0.146,0.433,0.245
6540,fatso,0.286,0.394,0.336
6541,engraisser,0.375,0.549,0.363
6542,gras,0.286,0.361,0.325
6543,robinet,0.427,0.278,0.356
6544,faute,0.188,0.558,0.184
6545,irréprochable,0.792,0.500,0.741
6546,défectueux,0.184,0.520,0.378
6547,faune,0.490,0.303,0.376
6548,faune,0.646,0.346,0.404
6549,faux,0.291,0.490,0.204
6550,favoriser,0.812,0.308,0.519
6551,favorable,0.952,0.380,0.788
6552,préféré,0.885,0.590,0.691
6553,NO TRANSLATION,0.867,0.618,0.582
6554,favoritisme,0.582,0.559,0.658
6555,faon,0.626,0.360,0.284
6556,fax,0.406,0.368,0.304
6557,NO TRANSLATION,0.417,0.515,0.382
6558,peur,0.073,0.840,0.293
6559,craignait,0.240,0.733,0.509
6560,craintif,0.083,0.482,0.278
6561,craintivement,0.112,0.567,0.271
6562,craignant,0.125,0.566,0.256
6563,sans peur,0.810,0.806,0.760
6564,craintes,0.061,0.821,0.306
6565,redoutable,0.115,0.900,0.586
6566,faisabilité,0.653,0.490,0.741
6567,réalisable,0.694,0.388,0.611
6568,le banquet,0.979,0.724,0.680
6569,exploit,0.750,0.706,0.849
6570,plume,0.677,0.208,0.144
6571,à plumes,0.438,0.288,0.214
6572,fonctionnalité,0.667,0.314,0.679
6573,fonctionnalités,0.667,0.433,0.509
6574,fébrile,0.429,0.578,0.414
6575,fécale,0.255,0.528,0.213
6576,excréments,0.240,0.407,0.307
6577,fécondité,0.688,0.591,0.683
6578,nourris,0.602,0.370,0.482
6579,fédéral,0.530,0.459,0.859
6580,fédération,0.633,0.354,0.763
6581,marre,0.327,0.500,0.352
6582,frais,0.354,0.386,0.556
6583,faible,0.157,0.280,0.109
6584,alimentation,0.812,0.429,0.739
6585,retour d'information,0.622,0.557,0.645
6586,chargeur,0.604,0.452,0.713
6587,ressentir,0.802,0.602,0.596
6588,se sentir bien,0.990,0.441,0.621
6589,sentiment,0.806,0.329,0.531
6590,NO TRANSLATION,0.490,0.457,0.567
6591,NO TRANSLATION,0.940,0.449,0.655
6592,pieds,0.510,0.240,0.292
6593,feindre,0.340,0.394,0.356
6594,feint,0.173,0.602,0.333
6595,fougueuse,0.592,0.853,0.789
6596,félicité,0.913,0.704,0.793
6597,félin,0.615,0.745,0.509
6598,est tombée,0.255,0.462,0.250
6599,abatteur,0.406,0.622,0.617
6600,compagnon,0.745,0.298,0.570
6601,camaraderie,0.900,0.429,0.778
6602,criminel,0.111,0.898,0.455
6603,crime,0.206,0.808,0.472
6604,se sentait,0.643,0.417,0.566
6605,femelle,0.857,0.520,0.625
6606,féminin,0.802,0.520,0.394
6607,la féminité,0.750,0.479,0.451
6608,féminisme,0.541,0.570,0.636
6609,féministe,0.510,0.560,0.585
6610,NO TRANSLATION,0.551,0.529,0.398
6611,fémoral,0.417,0.324,0.566
6612,fémur,0.408,0.289,0.413
6613,NO TRANSLATION,0.490,0.276,0.379
6614,clôture,0.500,0.198,0.398
6615,clôturé,0.323,0.430,0.429
6616,escrime,0.542,0.654,0.539
6617,repousser,0.646,0.731,0.537
6618,aile,0.369,0.459,0.476
6619,fenouil,0.573,0.277,0.389
6620,fermenter,0.375,0.531,0.418
6621,fermentation,0.420,0.567,0.473
6622,fougère,0.602,0.240,0.290
6623,féroce,0.167,0.915,0.776
6624,férocité,0.235,0.906,0.746
6625,furet,0.385,0.391,0.398
6626,traversier,0.604,0.509,0.389
6627,NO TRANSLATION,0.594,0.452,0.553
6628,fertile,0.888,0.408,0.704
6629,la fertilité,0.885,0.529,0.726
6630,fertiliser,0.708,0.443,0.542
6631,engrais,0.438,0.463,0.565
6632,fervent,0.646,0.632,0.773
6633,ferveur,0.573,0.769,0.651
6634,fess,0.395,0.420,0.370
6635,fête,0.704,0.574,0.402
6636,Festival,0.870,0.706,0.714
6637,de fête,0.854,0.740,0.764
6638,fœtal,0.388,0.308,0.364
6639,chercher,0.479,0.363,0.491
6640,NO TRANSLATION,0.580,0.551,0.465
6641,fétiche,0.307,0.706,0.500
6642,fœtus,0.479,0.519,0.395
6643,querelle,0.146,0.796,0.312
6644,féodal,0.367,0.370,0.610
6645,féodalisme,0.229,0.465,0.607
6646,fièvre,0.194,0.674,0.364
6647,fébrile,0.385,0.696,0.436
6648,NO TRANSLATION,0.959,0.626,0.556
6649,fiasco,0.167,0.600,0.200
6650,décret,0.520,0.418,0.446
6651,mensonge,0.438,0.510,0.361
6652,fibre,0.719,0.284,0.390
6653,fibre de verre,0.451,0.451,0.443
6654,fibrose,0.160,0.469,0.546
6655,fibreux,0.480,0.441,0.464
6656,inconstant,0.406,0.481,0.346
6657,fiction,0.438,0.657,0.441
6658,fictif,0.430,0.490,0.340
6659,fictif,0.224,0.444,0.293
6660,violon,0.571,0.449,0.391
6661,violoneux,0.615,0.580,0.500
6662,fidélité,0.765,0.580,0.709
6663,agité,0.229,0.786,0.351
6664,fiduciaire,0.375,0.400,0.509
6665,champ,0.640,0.380,0.336
6666,Hockey sur gazon,0.602,0.786,0.518
6667,voltigeur,0.583,0.378,0.415
6668,démon,0.146,0.903,0.608
6669,diabolique,0.167,0.846,0.591
6670,féroce,0.281,0.877,0.759
6671,ardent,0.418,0.850,0.721
6672,fiesta,0.927,0.779,0.655
6673,NO TRANSLATION,0.571,0.663,0.472
6674,quinze,0.490,0.290,0.443
6675,cinquante,0.571,0.368,0.439
6676,figue,0.573,0.390,0.339
6677,bats toi,0.531,0.868,0.809
6678,combattant,0.637,0.760,0.898
6679,combat,0.292,0.885,0.783
6680,combats,0.070,0.920,0.712
6681,invention,0.552,0.316,0.533
6682,figuratif,0.479,0.450,0.634
6683,figure,0.688,0.328,0.509
6684,figurine,0.760,0.283,0.258
6685,filament,0.510,0.452,0.377
6686,filamenteux,0.531,0.480,0.516
6687,fichier,0.480,0.316,0.463
6688,filet,0.615,0.392,0.291
6689,obstruction,0.271,0.714,0.508
6690,filigrane,0.576,0.408,0.514
6691,dépôt,0.620,0.420,0.700
6692,dépôts,0.323,0.412,0.340
6693,remplir,0.729,0.449,0.637
6694,remplisseur,0.531,0.347,0.529
6695,filet,0.745,0.415,0.378
6696,remplissage,0.510,0.382,0.525
6697,pouliche,0.479,0.564,0.519
6698,film,0.823,0.491,0.566
6699,réalisateur,0.704,0.510,0.635
6700,NO TRANSLATION,0.583,0.510,0.425
6701,filtre,0.440,0.296,0.260
6702,saleté,0.194,0.592,0.319
6703,crasseux,0.115,0.714,0.321
6704,filtration,0.407,0.520,0.255
6705,NO TRANSLATION,0.333,0.340,0.377
6706,final,0.276,0.575,0.508
6707,final,0.406,0.330,0.468
6708,finaliste,0.833,0.686,0.736
6709,finalité,0.615,0.368,0.627
6710,finaliser,0.556,0.550,0.578
6711,finalisé,0.245,0.210,0.608
6712,enfin,0.583,0.433,0.465
6713,la finance,0.753,0.431,0.843
6714,financier,0.667,0.500,0.722
6715,financier,0.602,0.500,0.778
6716,bouvreuil,0.438,0.444,0.358
6717,trouver,0.774,0.555,0.580
6718,chercheur,0.360,0.550,0.630
6719,découverte,0.796,0.469,0.664
6720,bien,0.823,0.240,0.647
6721,atours,0.562,0.479,0.636
6722,délicatesse,0.740,0.387,0.412
6723,doigt,0.321,0.264,0.291
6724,ongle,0.418,0.415,0.153
6725,empreinte digitale,0.583,0.404,0.570
6726,NO TRANSLATION,0.573,0.540,0.356
6727,terminer,0.471,0.429,0.545
6728,fini,0.510,0.387,0.570
